league,year,date,game,patch,side,t1,t2,top_t1,jung_t1,mid_t1,adc_t1,sup_t1,top_t2,jung_t2,mid_t2,adc_t2,sup_t2,kills_t2,market_name,selection_line,bet_line,bet_value,bet_type,event_id,bet_status,house_odds,home_score,away_score,actual_value,gamelength,total_kills,result_t1,matched_map,matching_score
CD,2025,2025-07-29 18:00:00,Los Grandes vs RED Academy,15.14,Blue,Los Grandes,RED Academy,Aurora,Nocturne,Taliyah,Kai'Sa,Nautilus,Yorick,Sejuani,Azir,Jhin,Poppy,20,Map 1 - Totals,Under Total Kills,under,31.5,kills,5d4c2e9c5eec3300c299,won,1.83,0,0,29.0,26.95,29,0,1,HIGH
CD,2025,2025-07-29 20:00:00,Corinthians Esports vs Vivo Keyd Stars Academy,15.14,Blue,Corinthians Esports,Vivo Keyd Stars Academy,Ambessa,Jarvan IV,Azir,Jhin,Rakan,Gwen,Pantheon,Annie,Varus,Alistar,13,Map 1 - Totals,Under Total Kills,under,31.5,kills,c516b31db53d5e9d221b,won,1.83,0,0,20.0,30.97,20,0,1,HIGH
LCK,2025,2025-07-30 05:00:00,Gen.G Global Academy vs DRX Challengers,15.14,Blue,Gen.G Global Academy,DRX Challengers,Gwen,Jarvan IV,Orianna,Lucian,Braum,Ambessa,Wukong,Taliyah,Senna,Leona,16,Map 1 - Totals,Under Total Kills,under,29.5,kills,11c9f435f39e47743854,lost,1.83,0,0,33.0,36.53,33,1,1,HIGH
LCK,2025,2025-07-30 05:00:00,Gen.G Global Academy vs DRX Challengers,15.14,Blue,Gen.G Global Academy,DRX Challengers,Galio,Nocturne,Azir,Corki,Rell,Rumble,Xin Zhao,Sylas,Sivir,Renata Glasc,25,Map 2 - Totals,Under Total Kills,under,29.5,kills,11c9f435f39e47743854,lost,1.83,0,0,51.0,46.0,51,0,2,HIGH
LCK,2025,2025-07-30 05:00:00,DRX vs Dplus KIA,15.14,Blue,DRX,Dplus KIA,Gwen,Wukong,Taliyah,Miss Fortune,Rell,Aurora,Xin Zhao,Twisted Fate,Ezreal,Braum,6,Map 1 - Totals,Over Total Kills,over,26.5,kills,6bc102d9884ee273b895,lost,1.83,0,0,25.0,49.88,25,1,1,HIGH
LCK,2025,2025-07-30 05:00:00,DRX vs Dplus KIA,15.14,Blue,DRX,Dplus KIA,Ambessa,Skarner,Azir,Sivir,Karma,Rumble,Sejuani,Yone,Corki,Neeko,6,Map 2 - Totals,Over Total Kills,over,26.5,kills,6bc102d9884ee273b895,lost,1.83,0,0,19.0,35.73,19,1,2,HIGH
LVP SL,2025,2025-07-30 13:00:00,Guasones vs Los Heretics,15.14,Blue,Guasones,Los Heretics,Ambessa,Xin Zhao,Aurora,Varus,Bard,Jayce,Vi,Mel,Ziggs,Rell,9,Map 1 - Totals,Under Total Kills,under,26.5,kills,06ddf286e4d2561b2717,lost,1.83,0,0,36.0,33.12,36,1,1,HIGH
NLC,2025,2025-07-30 16:00:00,NORD Esports vs Bulldog Esports,15.14,Blue,NORD Esports,Bulldog Esports,Rumble,Wukong,Ahri,Zeri,Alistar,Sion,Jarvan IV,Aurora,Lucian,Nami,5,Map 1 - Totals,Over Total Kills,over,33.5,kills,757d7bef1e9f0bc329fb,lost,1.83,0,0,29.0,25.43,29,1,1,HIGH
NLC,2025,2025-07-30 16:00:00,NORD Esports vs Bulldog Esports,15.14,Blue,NORD Esports,Bulldog Esports,Aatrox,Trundle,Annie,Smolder,Rakan,Yorick,Nocturne,Taliyah,Jhin,Neeko,21,Map 2 - Totals,Over Total Kills,over,33.5,kills,757d7bef1e9f0bc329fb,lost,1.83,0,0,27.0,26.28,27,0,2,HIGH
LVP SL,2025,2025-07-30 17:00:00,Barça eSports vs Veni Vidi Vici,15.14,Blue,Barça eSports,Veni Vidi Vici,Ambessa,Vi,Hwei,Smolder,Bard,Ornn,Jarvan IV,Ziggs,Xayah,Nautilus,10,Map 1 - Totals,Over Total Kills,over,30.5,kills,53efa053942a49d14e2e,won,1.83,0,0,45.0,30.03,36,1,1,HIGH
LVP SL,2025,2025-07-30 17:00:00,Veni Vidi Vici vs ZETA,15.14,Blue,Veni Vidi Vici,ZETA,Ambessa,Vi,Hwei,Smolder,Bard,Ornn,Jarvan IV,Ziggs,Xayah,Nautilus,10,Map 1 - Totals,Over Total Kills,over,30.5,kills,abac6c0c5443a37dd37f,won,1.83,0,0,36.0,30.03,36,1,1,HIGH
CD,2025,2025-07-30 18:00:00,RED Academy vs e-Champ Gaming,15.14,Blue,RED Academy,e-Champ Gaming,Rumble,Sejuani,Yone,Lucian,Rell,Ambessa,Naafiri,Taliyah,Corki,Nautilus,10,Map 1 - Totals,Over Total Kills,over,31.5,kills,5b3a04a398187d67af8e,won,1.83,0,0,35.0,30.25,35,1,1,HIGH
CD,2025,2025-07-30 20:00:00,Stellae Gaming vs Los Grandes,15.14,Blue,Stellae Gaming,Los Grandes,Sion,Pantheon,Azir,Jhin,Rell,Camille,Vi,Akali,Senna,Nautilus,8,Map 1 - Totals,Under Total Kills,under,30.5,kills,d54dddec86810b2413d4,lost,1.9,0,0,35.0,29.5,35,1,1,HIGH
CD,2025,2025-07-30 21:00:00,Alpha7 Esports vs Corinthians Esports,15.14,Blue,Alpha7 Esports,Corinthians Esports,Rumble,Sejuani,Yone,Ezreal,Bard,Shen,Naafiri,Orianna,Kai'Sa,Neeko,6,Map 1 - Totals,Under Total Kills,under,31.5,kills,b7a091abdc6fad507acf,won,1.83,0,0,25.0,28.03,25,1,1,HIGH
LCK,2025,2025-07-31 05:00:00,BNK FEARX vs OKSavingsBank BRION,15.14,Blue,BNK FEARX,OKSavingsBank BRION,Rumble,Wukong,Azir,Sivir,Braum,Gwen,Vi,Ahri,Lucian,Rell,16,Map 1 - Totals,Over Total Kills,over,25.5,kills,368e86376098f876c4fc,won,1.83,0,0,36.0,40.65,36,1,1,HIGH
LCK,2025,2025-07-31 05:00:00,BNK FEARX vs OKSavingsBank BRION,15.14,Blue,BNK FEARX,OKSavingsBank BRION,Ornn,Xin Zhao,Akali,Corki,Poppy,Renekton,Nocturne,Orianna,Kai'Sa,Alistar,27,Map 2 - Totals,Over Total Kills,over,25.5,kills,368e86376098f876c4fc,won,1.83,0,0,43.0,30.5,43,0,2,HIGH
LCK,2025,2025-07-31 07:00:00,OKSavingsBank BRION Challengers vs DN Freecs Challengers,15.14,Blue,OKSavingsBank BRION Challengers,DN Freecs Challengers,Rumble,Wukong,Taliyah,Sivir,Rell,Aurora,Vi,Ahri,Kai'Sa,Neeko,17,Map 1 - Totals,Over Total Kills,over,29.5,kills,8d815458d10ac3275c1e,lost,1.83,0,0,23.0,27.53,23,0,1,HIGH
LCK,2025,2025-07-31 07:00:00,OKSavingsBank BRION Challengers vs DN Freecs Challengers,15.14,Blue,OKSavingsBank BRION Challengers,DN Freecs Challengers,K'Sante,Xin Zhao,Viktor,Lucian,Braum,Sion,Jarvan IV,Ryze,Xayah,Rakan,24,Map 2 - Totals,Over Total Kills,over,29.5,kills,8d815458d10ac3275c1e,lost,1.83,0,0,28.0,26.53,28,0,2,HIGH
LCK,2025,2025-07-31 07:00:00,Nongshim RedForce vs Hanwha Life Esports,15.14,Blue,Nongshim RedForce,Hanwha Life Esports,Gwen,Xin Zhao,Ryze,Corki,Rell,Aurora,Wukong,Orianna,Lucian,Braum,28,Map 1 - Totals,Over Total Kills,over,28.5,kills,ad7083edb87391977c0f,won,1.83,0,0,30.0,27.03,30,0,1,HIGH
LCK,2025,2025-07-31 07:00:00,Nongshim RedForce vs Hanwha Life Esports,15.14,Blue,Nongshim RedForce,Hanwha Life Esports,Sylas,Trundle,Azir,Sivir,Leona,Rumble,Sejuani,Yone,Kai'Sa,Bard,25,Map 2 - Totals,Over Total Kills,over,28.5,kills,ad7083edb87391977c0f,won,1.83,0,0,39.0,29.58,39,0,2,HIGH
LPL,2025,2025-07-31 08:00:00,Weibo Gaming vs Bilibili Gaming,15.14,Blue,Weibo Gaming,Bilibili Gaming,Sion,Xin Zhao,Orianna,Corki,Rell,Ambessa,Wukong,Taliyah,Xayah,Rakan,28,Map 1 - Totals,Over Total Kills,over,27.5,kills,77c9bda47abe48b57353,won,1.83,0,0,43.0,39.75,43,0,1,HIGH
LPL,2025,2025-07-31 08:00:00,Weibo Gaming vs Bilibili Gaming,15.14,Blue,Weibo Gaming,Bilibili Gaming,Rumble,Nocturne,Azir,Jhin,Leona,Ornn,Jarvan IV,Ziggs,Varus,Nautilus,19,Map 2 - Totals,Over Total Kills,over,27.5,kills,77c9bda47abe48b57353,won,1.83,0,0,28.0,32.88,28,0,2,HIGH
NLC,2025,2025-07-31 13:00:00,Rich Gang vs DMG Esports,15.14,Blue,Rich Gang,DMG Esports,K'Sante,Wukong,Taliyah,Ezreal,Leona,Yorick,Trundle,Azir,Jhin,Alistar,1,Map 1 - Totals,Under Total Kills,under,32.5,kills,3596430e66259a2a6ecd,won,1.83,0,0,20.0,29.02,20,1,1,HIGH
NLC,2025,2025-07-31 13:00:00,Rich Gang vs DMG Esports,15.14,Blue,Rich Gang,DMG Esports,Rumble,Vi,Ahri,Sivir,Nautilus,Sion,Jarvan IV,Aurora,Varus,Rell,25,Map 2 - Totals,Under Total Kills,under,32.5,kills,3596430e66259a2a6ecd,lost,1.83,0,0,36.0,28.52,36,0,2,HIGH
LFL,2025,2025-07-31 13:00:00,BK ROG Esports vs GameWard,15.14,Blue,BK ROG Esports,GameWard,Aatrox,Trundle,Azir,Corki,Pyke,Yorick,Maokai,Ziggs,Jhin,Soraka,7,Map 1 - Totals,Over Total Kills,over,26.5,kills,c0525188db7ef3b5be95,lost,1.83,0,0,24.0,33.43,24,1,1,HIGH
LFL,2025,2025-07-31 13:00:00,BK ROG Esports vs GameWard,15.14,Blue,BK ROG Esports,GameWard,Gragas,Wukong,Ryze,Senna,Nautilus,Ambessa,Xin Zhao,Akali,Ezreal,Rell,9,Map 2 - Totals,Over Total Kills,over,26.5,kills,c0525188db7ef3b5be95,lost,1.83,0,0,25.0,35.58,25,1,2,HIGH
ROL,2025,2025-07-31 14:00:00,mCon esports vs Senshi eSports,15.14,Blue,mCon esports,Senshi eSports,Fiora,Maokai,Ziggs,Corki,Neeko,Gwen,Wukong,Ahri,Varus,Bard,11,Map 1 - Totals,Under Total Kills,under,35.5,kills,445d6f0293d2cd5c816e,won,1.83,0,0,32.0,30.77,32,1,1,HIGH
ROL,2025,2025-07-31 14:00:00,mCon esports vs Senshi eSports,15.14,Blue,mCon esports,Senshi eSports,Renekton,Viego,Azir,Jhin,Rell,Jax,Trundle,Taliyah,Sivir,Leona,19,Map 2 - Totals,Under Total Kills,under,35.5,kills,445d6f0293d2cd5c816e,lost,1.83,0,0,50.0,41.98,50,1,2,HIGH
ROL,2025,2025-07-31 15:00:00,ZennIT vs A One Man Army,15.14,Blue,ZennIT,A One Man Army,Shen,Wukong,Aurora,Tristana,Leona,Ambessa,Xin Zhao,Viktor,Corki,Nautilus,7,Map 1 - Totals,Under Total Kills,under,31.5,kills,c4565b977ee9ddb64b58,won,1.83,0,0,31.0,30.03,31,1,1,HIGH
ROL,2025,2025-07-31 15:00:00,ZennIT vs A One Man Army,15.14,Blue,ZennIT,A One Man Army,Rumble,Maokai,Smolder,Sivir,Soraka,Sion,Viego,Yone,Ziggs,Alistar,16,Map 2 - Totals,Under Total Kills,under,31.5,kills,c4565b977ee9ddb64b58,won,1.83,0,0,18.0,26.93,18,0,2,HIGH
NLC,2025,2025-07-31 16:00:00,Verdant vs Venomcrest Esports,15.14,Blue,Verdant,Venomcrest Esports,Gwen,Xin Zhao,Taliyah,Senna,Rell,Gragas,Wukong,Galio,Sivir,Taric,0,Map 1 - Totals,Under Total Kills,under,32.5,kills,faaab102fcef1e6f9ea9,won,1.83,0,0,19.0,26.6,19,1,1,HIGH
NLC,2025,2025-07-31 16:00:00,Verdant vs Venomcrest Esports,15.14,Blue,Verdant,Venomcrest Esports,Aurora,Vi,Akali,Corki,Alistar,Ambessa,Sejuani,Orianna,Jhin,Rakan,16,Map 2 - Totals,Under Total Kills,under,32.5,kills,faaab102fcef1e6f9ea9,won,1.83,0,0,27.0,33.32,27,0,2,HIGH
NACL,2025,2025-07-31 20:00:00,Dorado Gaming vs Winthrop University,15.15,Blue,Dorado Gaming,Winthrop University,Aurora,Jarvan IV,Taliyah,Xayah,Leona,Ambessa,Xin Zhao,Azir,Kai'Sa,Rell,35,Map 1 - Totals,Under Total Kills,under,28.5,kills,56f13444b63794b2ade4,lost,1.83,0,0,49.0,32.52,49,0,1,HIGH
NACL,2025,2025-07-31 22:00:00,Vancouver Impact vs CCG Esports,15.15,Blue,Vancouver Impact,CCG Esports,K'Sante,Nocturne,Orianna,Lucian,Rell,Rumble,Trundle,Taliyah,Yunara,Thresh,21,Map 1 - Totals,Under Total Kills,under,28.5,kills,eed90623f0923e6bfadb,lost,1.83,0,0,48.0,46.22,48,1,1,HIGH
LJL,2025,2025-08-01 06:00:00,Burning Core Toyama vs Yang Yang Gaming,15.14,Blue,Burning Core Toyama,Yang Yang Gaming,K'Sante,Zed,Aurora,Xayah,Alistar,Rumble,Sejuani,Irelia,Lucian,Rell,16,Map 1 - Totals,Over Total Kills,over,35.5,kills,c024e8ea1f8ddd92c1dc,won,1.83,0,0,36.0,30.55,36,0,1,HIGH
LJL,2025,2025-08-01 06:00:00,Burning Core Toyama vs Yang Yang Gaming,15.14,Blue,Burning Core Toyama,Yang Yang Gaming,Sion,Xin Zhao,Renekton,Hwei,Rakan,Fiora,Diana,Yasuo,Seraphine,Nami,14,Map 2 - Totals,Over Total Kills,over,35.5,kills,c024e8ea1f8ddd92c1dc,won,1.83,0,0,45.0,24.78,45,1,2,HIGH
LCK,2025,2025-08-01 07:00:00,Dplus KIA vs DN Freecs,15.14,Blue,Dplus KIA,DN Freecs,Sion,Vi,Taliyah,Varus,Karma,Cho'Gath,Poppy,Azir,Sivir,Rell,3,Map 1 - Totals,Over Total Kills,over,25.5,kills,544b2276af7f696b457f,won,1.83,0,0,29.0,29.13,29,1,1,HIGH
LCK,2025,2025-08-01 07:00:00,Dplus KIA vs DN Freecs,15.14,Blue,Dplus KIA,DN Freecs,Rumble,Trundle,Viktor,Lucian,Braum,Aurora,Zed,Ryze,Senna,Galio,21,Map 2 - Totals,Over Total Kills,over,25.5,kills,544b2276af7f696b457f,won,1.83,0,0,33.0,36.68,33,0,2,HIGH
LPL,2025,2025-08-01 08:00:00,Invictus Gaming vs Weibo Gaming,15.14,Blue,Invictus Gaming,Weibo Gaming,Sion,Pantheon,Orianna,Kai'Sa,Rell,Ambessa,Xin Zhao,Taliyah,Sivir,Alistar,6,Map 1 - Totals,Over Total Kills,over,28.5,kills,b07ae4d5bfdaa511abd1,lost,1.83,0,0,25.0,30.9,25,1,1,HIGH
LPL,2025,2025-08-01 08:00:00,Invictus Gaming vs Weibo Gaming,15.14,Blue,Invictus Gaming,Weibo Gaming,Gwen,Vi,Viktor,Kalista,Renata Glasc,Aurora,Maokai,Yone,Xayah,Rakan,17,Map 2 - Totals,Over Total Kills,over,28.5,kills,b07ae4d5bfdaa511abd1,won,1.83,0,0,41.0,49.92,41,0,2,HIGH
TCL,2025,2025-08-01 11:30:00,ULF Esports vs The Forbidden Five,15.14,Blue,ULF Esports,The Forbidden Five,Gwen,Nocturne,Orianna,Lucian,Braum,Ambessa,Trundle,Annie,Varus,Bard,19,Map 1 - Totals,Under Total Kills,under,32.5,kills,ee704bcc02c7b0b7a06c,won,1.83,0,0,29.0,31.4,29,0,1,HIGH
TCL,2025,2025-08-01 14:30:00,Papara SuperMassive vs Beşiktaş Esports,15.14,Blue,Papara SuperMassive,Beşiktaş Esports,Rumble,Maokai,Yone,Ezreal,Nautilus,Gwen,Xin Zhao,Taliyah,Jhin,Rell,15,Map 1 - Totals,Under Total Kills,under,31.5,kills,8bfbbbdf82d5b6f9964d,lost,1.83,0,0,40.0,42.08,40,1,1,HIGH
LFL,2025,2025-08-01 16:00:00,Gentle Mates vs Galions,15.14,Blue,Gentle Mates,Galions,Sion,Trundle,Azir,Senna,Nautilus,Ambessa,Wukong,Aurora,Lucian,Rell,21,Map 1 - Totals,Under Total Kills,under,28.5,kills,caf5d4eeb62e737e792d,lost,1.83,0,0,30.0,36.48,30,0,1,HIGH
LFL,2025,2025-08-01 16:00:00,Gentle Mates vs Galions,15.14,Blue,Gentle Mates,Galions,K'Sante,Xin Zhao,Orianna,Ezreal,Karma,Ornn,Skarner,Ryze,Kai'Sa,Alistar,26,Map 2 - Totals,Under Total Kills,under,28.5,kills,caf5d4eeb62e737e792d,lost,1.83,0,0,35.0,29.05,35,0,2,HIGH
NACL,2025,2025-08-01 21:00:00,Winthrop University vs CCG Esports,15.15,Blue,Winthrop University,CCG Esports,Camille,Xin Zhao,Ahri,Varus,Rakan,Rumble,Jarvan IV,Orianna,Jhin,Alistar,16,Map 1 - Totals,Under Total Kills,under,29.5,kills,12f51886dc225bb75974,lost,1.83,0,0,45.0,30.58,45,1,1,HIGH
LCK,2025,2025-08-02 03:00:00,T1 vs Hanwha Life Esports,15.14,Blue,T1,Hanwha Life Esports,Gwen,Jarvan IV,Galio,Jhin,Bard,Ambessa,Wukong,Orianna,Lucian,Rakan,3,Map 1 - Totals,Under Total Kills,under,30.5,kills,57eac30abdd3628ec0b2,won,1.83,0,0,21.0,30.15,21,1,1,HIGH
LCK,2025,2025-08-02 03:00:00,T1 vs Hanwha Life Esports,15.14,Blue,T1,Hanwha Life Esports,Aatrox,Maokai,Azir,Senna,Alistar,K'Sante,Trundle,Taliyah,Sivir,Neeko,22,Map 2 - Totals,Under Total Kills,under,30.5,kills,57eac30abdd3628ec0b2,lost,1.83,0,0,40.0,38.77,40,0,2,HIGH
LPL,2025,2025-08-02 04:00:00,ThunderTalk Gaming vs LGD Gaming,15.14,Blue,ThunderTalk Gaming,LGD Gaming,Galio,Trundle,Aurora,Kai'Sa,Alistar,Rumble,Maokai,Yone,Jhin,Rakan,20,Map 1 - Totals,Under Total Kills,under,28.5,kills,3d498f2d195074d996cc,won,1.83,0,0,26.0,31.97,26,0,1,HIGH
LPL,2025,2025-08-02 04:00:00,ThunderTalk Gaming vs LGD Gaming,15.14,Blue,ThunderTalk Gaming,LGD Gaming,Poppy,Xin Zhao,Orianna,Miss Fortune,Nautilus,Ambessa,Wukong,Ryze,Caitlyn,Braum,19,Map 2 - Totals,Under Total Kills,under,28.5,kills,3d498f2d195074d996cc,lost,1.83,0,0,35.0,34.18,35,0,2,HIGH
LCK,2025,2025-08-02 05:00:00,BNK FEARX vs DRX,15.14,Blue,BNK FEARX,DRX,Aatrox,Nocturne,Orianna,Varus,Rell,Rumble,Trundle,Ahri,Jhin,Alistar,20,Map 1 - Totals,Over Total Kills,over,26.5,kills,845ec8fb478dba09cf5d,won,1.83,0,0,44.0,33.0,44,1,1,HIGH
LCK,2025,2025-08-02 05:00:00,BNK FEARX vs DRX,15.14,Blue,BNK FEARX,DRX,Renekton,Xin Zhao,Viktor,Senna,Nautilus,K'Sante,Vi,Ryze,Corki,Neeko,21,Map 2 - Totals,Over Total Kills,over,26.5,kills,845ec8fb478dba09cf5d,won,1.83,0,0,49.0,34.95,49,1,2,HIGH
LPL,2025,2025-08-02 06:00:00,LNG Esports vs Ultra Prime,15.14,Blue,LNG Esports,Ultra Prime,Rumble,Viego,Taliyah,Senna,Nautilus,Gwen,Wukong,Annie,Smolder,Braum,9,Map 1 - Totals,Under Total Kills,under,25.5,kills,f11c686df952d4eb724c,lost,1.83,0,0,30.0,37.48,30,1,1,HIGH
LPL,2025,2025-08-02 06:00:00,LNG Esports vs Ultra Prime,15.14,Blue,LNG Esports,Ultra Prime,Gragas,Trundle,Viktor,Lucian,Nami,Renekton,Vi,Orianna,Xayah,Rakan,9,Map 2 - Totals,Under Total Kills,under,25.5,kills,f11c686df952d4eb724c,lost,1.83,0,0,27.0,27.35,27,1,2,HIGH
LEC,2025,2025-08-02 14:00:00,Team Heretics vs Fnatic,15.15,Blue,Team Heretics,Fnatic,K'Sante,Nocturne,Taliyah,Yunara,Rell,Rumble,Wukong,Orianna,Kai'Sa,Alistar,15,Map 1 - Totals,Under Total Kills,under,28.5,kills,c644086e2a724980a50e,won,1.83,0,0,25.0,34.1,25,0,1,HIGH
LEC,2025,2025-08-02 14:00:00,Team Heretics vs Fnatic,15.15,Blue,Team Heretics,Fnatic,Camille,Sejuani,Ryze,Aphelios,Thresh,Ambessa,Pantheon,Annie,Lucian,Braum,10,Map 2 - Totals,Under Total Kills,under,28.5,kills,c644086e2a724980a50e,lost,1.83,0,0,29.0,27.93,29,1,2,HIGH
LCK,2025,2025-08-03 03:00:00,DN Freecs vs OKSavingsBank BRION,15.14,Blue,DN Freecs,OKSavingsBank BRION,Rumble,Trundle,Ryze,Corki,Rell,Aurora,Wukong,Cassiopeia,Varus,Poppy,16,Map 1 - Totals,Over Total Kills,over,24.5,kills,c78fd560481546bb2aa2,lost,1.83,0,0,21.0,33.43,21,0,1,HIGH
LCK,2025,2025-08-03 03:00:00,DN Freecs vs OKSavingsBank BRION,15.14,Blue,DN Freecs,OKSavingsBank BRION,Sion,Xin Zhao,Azir,Senna,Nautilus,Cho'Gath,Maokai,Yone,Kai'Sa,Neeko,28,Map 2 - Totals,Over Total Kills,over,24.5,kills,c78fd560481546bb2aa2,won,1.83,0,0,45.0,43.07,45,0,2,HIGH
LPL,2025,2025-08-03 06:00:00,LNG Esports vs EDward Gaming,15.14,Blue,LNG Esports,EDward Gaming,Gwen,Trundle,Taliyah,Senna,Braum,Aurora,Wukong,Annie,Corki,Alistar,16,Map 1 - Totals,Over Total Kills,over,25.5,kills,6b44782178f893104d49,lost,1.8,0,0,22.0,34.97,22,0,1,HIGH
LPL,2025,2025-08-03 06:00:00,LNG Esports vs EDward Gaming,15.14,Blue,LNG Esports,EDward Gaming,Renekton,Pantheon,Orianna,Jhin,Rell,K'Sante,Xin Zhao,Viktor,Varus,Poppy,16,Map 2 - Totals,Over Total Kills,over,25.5,kills,6b44782178f893104d49,won,1.8,0,0,26.0,33.82,26,0,2,HIGH
LCP,2025,2025-08-03 09:00:00,GAM Esports vs Team Secret Whales,15.15,Blue,GAM Esports,Team Secret Whales,Ornn,Nocturne,Orianna,Kai'Sa,Poppy,Rumble,Trundle,Azir,Sivir,Alistar,3,Map 1 - Totals,Under Total Kills,under,25.5,kills,07f3423b4f4609d02888,won,1.83,0,0,18.0,30.87,18,1,1,HIGH
LTA S,2025,2025-08-03 12:00:00,Leviatan vs Vivo Keyd Stars,15.15,Blue,Leviatan,Vivo Keyd Stars,Gwen,Trundle,Ryze,Senna,Nautilus,Jax,Wukong,Orianna,Corki,Rell,20,Map 1 - Totals,Over Total Kills,over,25.5,kills,a034d9f31f2ac12c6924,won,1.83,0,0,31.0,30.77,31,0,1,HIGH
LTA S,2025,2025-08-03 12:00:00,Leviatan vs Vivo Keyd Stars,15.15,Blue,Leviatan,Vivo Keyd Stars,Ambessa,Vi,Akali,Sivir,Neeko,Rumble,Xin Zhao,Sylas,Jhin,Alistar,17,Map 2 - Totals,Over Total Kills,over,25.5,kills,a034d9f31f2ac12c6924,won,1.83,0,0,36.0,37.87,36,0,2,HIGH
LEC,2025,2025-08-03 12:00:00,Team BDS vs SK Gaming,15.15,Blue,Team BDS,SK Gaming,Aurora,Wukong,Sylas,Jinx,Rell,Rumble,Trundle,Azir,Corki,Nautilus,5,Map 1 - Totals,Under Total Kills,under,29.5,kills,f3b814d6d90fbdfd1348,won,1.83,0,0,20.0,39.6,20,1,1,HIGH
LEC,2025,2025-08-03 12:00:00,Team BDS vs SK Gaming,15.15,Blue,Team BDS,SK Gaming,Ambessa,Pantheon,Ryze,Kai'Sa,Leona,Jayce,Sejuani,Viktor,Aphelios,Braum,25,Map 2 - Totals,Under Total Kills,under,29.5,kills,f3b814d6d90fbdfd1348,lost,1.83,0,0,44.0,30.63,44,0,2,HIGH
LEC,2025,2025-08-03 14:00:00,GiantX vs Karmine Corp,15.15,Blue,GiantX,Karmine Corp,Gwen,Trundle,Orianna,Lucian,Alistar,Jax,Jarvan IV,Ryze,Ezreal,Neeko,23,Map 1 - Totals,Under Total Kills,under,28.5,kills,53e5e08740a5cdcbcf64,lost,1.83,0,0,35.0,38.27,35,0,1,HIGH
LEC,2025,2025-08-03 14:00:00,GiantX vs Karmine Corp,15.15,Blue,GiantX,Karmine Corp,Sion,Xin Zhao,Annie,Jinx,Rell,K'Sante,Pantheon,Aurora,Aphelios,Thresh,7,Map 2 - Totals,Under Total Kills,under,28.5,kills,53e5e08740a5cdcbcf64,won,1.83,0,0,24.0,31.05,24,1,2,HIGH
LTA S,2025,2025-08-03 15:00:00,LOUD vs RED Canids,15.15,Blue,LOUD,RED Canids,Renekton,Xin Zhao,Orianna,Xayah,Rakan,Yorick,Wukong,Taliyah,Ezreal,Bard,18,Map 1 - Totals,Over Total Kills,over,27.5,kills,9164fb4780819c52647c,lost,1.8,0,0,22.0,32.28,22,0,1,HIGH
LTA S,2025,2025-08-03 15:00:00,LOUD vs RED Canids,15.15,Blue,LOUD,RED Canids,Ambessa,Volibear,Aurora,Kai'Sa,Rell,Aatrox,Vi,Annie,Senna,Alistar,3,Map 2 - Totals,Over Total Kills,over,27.5,kills,9164fb4780819c52647c,lost,1.8,0,0,13.0,27.58,13,1,2,HIGH
LCK,2025,2025-08-04 05:00:00,KT Rolster Challengers vs Gen.G Global Academy,15.15,Blue,KT Rolster Challengers,Gen.G Global Academy,Gwen,Xin Zhao,Annie,Jhin,Neeko,Ambessa,Nocturne,Galio,Varus,Nautilus,7,Map 1 - Totals,Under Total Kills,under,31.5,kills,0186d623ad20c74d4261,won,1.83,0,0,26.0,27.62,26,1,1,HIGH
LCK,2025,2025-08-04 05:00:00,KT Rolster Challengers vs Gen.G Global Academy,15.15,Blue,KT Rolster Challengers,Gen.G Global Academy,Rumble,Jarvan IV,Ahri,Jinx,Thresh,Ornn,Kindred,Taliyah,Yunara,Braum,10,Map 2 - Totals,Under Total Kills,under,31.5,kills,0186d623ad20c74d4261,won,1.83,0,0,19.0,31.8,19,0,2,HIGH
LEC,2025,2025-08-04 12:00:00,SK Gaming vs Fnatic,15.15,Blue,SK Gaming,Fnatic,Gwen,Pantheon,Ryze,Kai'Sa,Nautilus,Rumble,Wukong,Orianna,Yunara,Braum,13,Map 1 - Totals,Under Total Kills,under,29.5,kills,b95f182c2f9a80057473,won,1.83,0,0,18.0,24.22,18,0,1,HIGH
LEC,2025,2025-08-04 12:00:00,SK Gaming vs Fnatic,15.15,Blue,SK Gaming,Fnatic,K'Sante,Xin Zhao,Taliyah,Lucian,Rakan,Jayce,Maokai,Yone,Ezreal,Bard,13,Map 2 - Totals,Under Total Kills,under,29.5,kills,b95f182c2f9a80057473,won,1.83,0,0,20.0,33.67,20,0,2,HIGH
LEC,2025,2025-08-04 14:00:00,GiantX vs Team Vitality,15.15,Blue,GiantX,Team Vitality,Ambessa,Sejuani,Azir,Corki,Rell,K'Sante,Maokai,Ziggs,Lucian,Braum,6,Map 1 - Totals,Under Total Kills,under,30.5,kills,94ae14a5874384d06e3f,won,1.83,0,0,26.0,29.78,26,1,1,HIGH
LEC,2025,2025-08-04 14:00:00,GiantX vs Team Vitality,15.15,Blue,GiantX,Team Vitality,Ornn,Trundle,Viktor,Jhin,Bard,Rumble,Wukong,Orianna,Sivir,Rakan,12,Map 2 - Totals,Under Total Kills,under,30.5,kills,94ae14a5874384d06e3f,won,1.83,0,0,17.0,28.57,17,0,2,HIGH
